city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"Raleigh","01-12",,"W","I","M",30,4,"Abstained","Voted","Abstained",8925,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",41,744,"Abstained","Voted","Abstained",11294,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Voted","Abstained",17005,3,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",83,28,"Voted","Voted","Voted",762,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Voted"
"DETROIT","",,"","","M",39,743,"Voted","Voted","Abstained",11082,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",22,121,"Abstained","Abstained","Abstained",2572,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,402,"Abstained","Abstained","Abstained",12757,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"COLUMBUS","7A",,"","","",89,707,"Abstained","Voted","Abstained",2243,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",32,103,"Abstained","Voted","Abstained",3103,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",45,1222,"Voted","Voted","Abstained",25193,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",52,710,"Voted","Voted","Abstained",11821,3,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",48,1220,"Abstained","Voted","Abstained",22969,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","3F",,"","","",89,16,"Abstained","Abstained","Abstained",7960,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",44,152,"Abstained","Voted","Abstained",2060,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Voted"
"DETROIT","",,"","","F",31,712,"Abstained","Abstained","Abstained",11567,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","2B",,"","I","",89,18,"Abstained","Abstained","Abstained",22328,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",51,1222,"Voted","Voted","Abstained",23301,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Abstained","Abstained",2552,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"DETROIT","",,"","","M",20,731,"Abstained","Abstained","Abstained",13096,4,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",59,102,"Abstained","Voted","Abstained",1673,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",53,1116,"Voted","Voted","Voted",9730,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"Raleigh","01-44",,"W","R","F",41,12,"Voted","Voted","Voted",45177,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Voted","Abstained",3717,2,"Listed","No",0,,,,"Yes",,"No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",35,111,"Abstained","Voted","Abstained",22797,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","","",89,17,"Voted","Voted","Abstained",6337,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"Bridgeport","Beardsley School",,"","I","F",40,32,"Abstained","Abstained",,19602,2,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Raleigh","01-01",,"W","D","F",42,1,"Voted","Voted","Voted",789,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",33,152,"Abstained","Abstained","Abstained",3425,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","F",27,16,"Voted","Voted",,12095,2,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Raleigh","01-44",,"W","D","M",69,13,"Abstained","Voted","Abstained",45095,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",41,745,"Voted","Abstained","Abstained",11359,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",63,1215,"Abstained","Abstained","Abstained",26087,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-12",,"B","D","F",36,5,"Abstained","Abstained","Abstained",8773,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"COLUMBUS","6B",,"","","",89,403,"Abstained","Voted","Abstained",20928,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-07",,"W","I","M",29,22,"Abstained","Voted","Abstained",60621,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",42,113,"Voted","Voted","Abstained",4652,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Colombus School",,"","I","F",36,3,"Abstained","Abstained",,3918,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","01-43",,"W","I","M",24,10,"Abstained","Abstained","Abstained",42506,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Harbor View Towers",,"","D","M",43,37,"Abstained","Voted",,23021,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","07-07",,"W","I","M",43,22,"Abstained","Abstained","Abstained",61409,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",33,28,"Abstained","Abstained","Abstained",888,3,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"0","D","F",72,21,"Abstained","Voted","Abstained",61721,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-07",,"W","D","F",38,22,"Abstained","Abstained","Abstained",60928,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",30,152,"Voted","Voted","Abstained",2059,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Raleigh","01-12",,"W","D","F",89,5,"Abstained","Abstained","Abstained",9199,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",47,134,"Abstained","Abstained","Abstained",8250,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",49,103,"Voted","Voted","Voted",4436,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","07-07",,"W","D","F",53,21,"Abstained","Voted","Abstained",60700,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",35,763,"Abstained","Abstained","Abstained",14552,1,"Listed","No",0,"Yes","No",,"No","No","No","Treatment","Voted"
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Abstained","Abstained",1529,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Harbor View Towers",,"","D","M",51,14,"Abstained","Abstained",,11529,1,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",65,134,"Abstained","Abstained","Abstained",8279,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",34,1131,"Abstained","Voted","Voted",4810,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",37,771,"Abstained","Abstained","Abstained",13273,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","07-04",,"W","D","M",38,18,"Voted","Voted","Voted",55864,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-01",,"W","D","F",51,15,"Voted","Voted","Voted",53678,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","07-07",,"W","R","F",18,21,"Voted","Abstained","Abstained",60755,3,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",32,1118,"Abstained","Voted","Voted",27094,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",51,730,"Voted","Voted","Abstained",13143,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","5A",,"","I","",89,109,"Abstained","Voted","Abstained",13091,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"COLUMBUS","6B",,"","I","",89,401,"Abstained","Voted","Abstained",7572,3,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","R","M",35,22,"Abstained","Voted","Abstained",61877,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",30,187,"Abstained","Voted","Voted",24990,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","R","",89,412,"Voted","Voted","Voted",6330,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",71,747,"Voted","Voted","Voted",13862,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",21825,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",31,703,"Abstained","Voted","Abstained",12454,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",40,101,"Voted","Abstained","Abstained",2850,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",48,136,"Abstained","Abstained","Abstained",1354,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",20,1116,"Abstained","Abstained","Voted",9140,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",21,123,"Abstained","Abstained","Abstained",3414,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",53,185,"Abstained","Abstained","Abstained",24269,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",52,1115,"Abstained","Voted","Voted",8353,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",46,1120,"Voted","Voted","Voted",7200,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",41,191,"Voted","Voted","Voted",28627,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-01",,"W","D","F",57,15,"Voted","Voted","Abstained",53355,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",7961,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-01",,"W","R","M",63,14,"Voted","Voted","Abstained",53674,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-01",,"W","R","M",66,14,"Voted","Voted","Voted",53428,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",45,102,"Abstained","Voted","Abstained",4281,3,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Raleigh","07-09",,"W","R","F",44,24,"Voted","Voted","Voted",63045,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-1 P-16",,"","","",64,107,"Abstained","Abstained","Abstained",20465,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","D","M",61,9,"Abstained","Voted","Voted",34574,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-16",,"","","",20,107,"Abstained","Voted","Abstained",19881,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",40,102,"Voted","Voted","Abstained",4674,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","I","F",22,9,"Abstained","Voted","Abstained",34518,4,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",45,715,"Abstained","Abstained","Abstained",11890,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",68,152,"Voted","Voted","Voted",3318,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Voted"
"COLUMBUS","3A",,"","","",89,15,"Voted","Abstained","Abstained",8857,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",77,711,"Voted","Voted","Abstained",11635,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","3F",,"","D","",89,17,"Abstained","Voted","Voted",14901,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"DETROIT","",,"","","F",35,725,"Abstained","Voted","Abstained",13241,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",41,134,"Abstained","Voted","Abstained",8264,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",70,1220,"Abstained","Abstained","Abstained",25077,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-37",,"W","D","M",75,9,"Abstained","Voted","Abstained",34880,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",39,1116,"Voted","Voted","Voted",9680,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",29,1132,"Voted","Voted","Abstained",3683,2,"Listed","No",0,"No","No","No","No","No","No","Treatment","Voted"
"COLUMBUS","7C",,"","D","",89,704,"Voted","Voted","Voted",19863,1,"Listed","No",0,"No","No","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6C",,"","I","",89,412,"Abstained","Abstained","Abstained",2353,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Bridgeport","Harbor View Towers",,"","D","M",21,30,"Abstained","Abstained",,17889,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","01-37",,"W","D","M",76,9,"Voted","Voted","Voted",34863,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",40,763,"Abstained","Abstained","Abstained",14596,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",44,113,"Abstained","Voted","Abstained",5025,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","01-12",,"W","I","F",31,5,"Abstained","Abstained","Abstained",8964,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-44",,"W","I","F",63,13,"Abstained","Voted","Abstained",44950,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",47,1216,"Abstained","Voted","Abstained",25782,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",41,29,"Voted","Voted","Abstained",3556,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","M",48,1370,"Voted","Voted","Abstained",19080,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","F",48,710,"Abstained","Voted","Abstained",11673,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",26,112,"Abstained","Voted","Abstained",20610,4,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"COLUMBUS","3A",,"","D","",89,15,"Abstained","Abstained","Abstained",14068,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",58,1217,"Voted","Voted","Abstained",26164,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",56,1171,"Abstained","Abstained","Abstained",27596,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",46,1118,"Abstained","Voted","Abstained",10867,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",54,105,"Abstained","Voted","Abstained",2969,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",61,135,"Voted","Abstained","Abstained",3107,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","3A",,"","I","",89,15,"Abstained","Voted","Voted",10916,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3A",,"","R","",89,15,"Abstained","Voted","Voted",13679,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",45,185,"Voted","Voted","Voted",23569,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-01",,"W","D","F",44,14,"Abstained","Voted","Abstained",53204,4,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",53,1142,"Abstained","Voted","Abstained",29222,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",54,714,"Abstained","Abstained","Abstained",11587,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6283,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",42,111,"Abstained","Voted","Voted",19635,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Beardsley School",,"","D","F",42,28,"Abstained","Voted",,16323,2,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Raleigh","01-43",,"O","D","M",23,10,"Abstained","Abstained","Abstained",42826,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",28,104,"Abstained","Abstained","Abstained",3192,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-16",,"","","",76,107,"Voted","Voted","Voted",19318,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Abstained","Abstained",902,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","2B",,"","I","",89,109,"Abstained","Voted","Abstained",13089,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","4E",,"","I","",89,412,"Abstained","Abstained","Abstained",5069,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",47,1117,"Voted","Voted","Abstained",10029,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",67,769,"Voted","Voted","Abstained",13592,4,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",48,113,"Abstained","Voted","Abstained",5252,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-37",,"W","R","M",19,9,"Abstained","Abstained","Abstained",34858,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",42,707,"Voted","Voted","Abstained",12195,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",45,187,"Voted","Voted","Voted",25572,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",36,1122,"Voted","Voted","Voted",7223,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
